section_number,level,parent_number,ancestry,section_title,content
A24.1,2,A24,['A24'],General Information.  The policy in this Attachment does not apply to USSF.,
A24.2,2,A24,['A24'],"Enlisted Developmental Teams (EDTs).  Comprised of the Career Field Manager,  MAJCOM Functional Managers and key leaders within and outside the functional community  identified by the respective Career Field Manager. EDTs provide input on functional progression  and succession planning. They execute enlisted vectoring and identify key leadership and  developmental positions in their functional communities. The CFM and EDT chair collaborates  with AF/A1 and the AFPC on enlisted force development and management programs.",
A24.3,2,A24,['A24'],Purpose.  Key Developmental Positions are identified by Enlisted Career Field Managers  used to deliberately develop members. Qualified members considered for these key positions must  be vectored by Senior Enlisted Leaders within their functional community normally residing at the  HAF and MAJCOM levels.,
A24.4,2,A24,['A24'],"Advertising KDPs.  KDPs will be advertised in EQUAL Plus if the incumbent is  projected to PCS within the next 12-months, i.e., has an assignment, is a mandatory mover or has  a DEROS.  KDP vacant positions will be advertised in accordance with the career field priority  plan provided to AFPC FAM.",
A24.5,2,A24,['A24'],"Minimum tour requirement for KDPs.  To stabilize developmental opportunities,  members will serve a minimum tour of two years in a KDP at which time they may be moved  locally (not PCS).   This promotes continuity for the mission and continued development for  members filling KDPs.     528  DAFI36-2110  9 AUGUST 2024  Attachment 25  SWAP ASSIGNMENT PROGRAM (USAF ENLISTED ONLY)",
A25.1,2,A25,['A25'],General Information.  The policy in this Attachment does not apply to USSF.,
A25.2,2,A25,['A25'],Purpose.  The program is intended to allow enlisted members with a projected  Assignment to change (SWAP) their CONUS/OCONUS assignment with another enlisted member  who also has a projected assignment on file and desires an assignment SWAP.,
A25.3,2,A25,['A25'],Eligibility Criteria.,
A25.3.1,3,A25.3,"['A25', 'A25.3']","Member must be in the grade of SMSgt (and below) and meet ALL PCS eligibility  requirements (to include time on station (TOS), command DEROS policy, and retainability).",
A25.3.2,3,A25.3,"['A25', 'A25.3']",Request must be submitted within 90 days of Assignment Selection Dates (ASD) for  both members,
A25.3.3,3,A25.3,"['A25', 'A25.3']","Grade, (including projected grade), and CAFSC (seven positions) match, and",
A25.3.4,3,A25.3,"['A25', 'A25.3']","Have the same Special Experience Identifier (SEI), if either /OCONUS assignment  requires an SEI or Developmental Vector (if required) and",
A25.3.5,3,A25.3,"['A25', 'A25.3']",Security Clearance must match,
A25.4,2,A25,['A25'],Ineligible Members.,
A25.4.1,3,A25.4,"['A25', 'A25.4']","Officers, CMSgts (including selectees).",
A25.4.2,3,A25.4,"['A25', 'A25.4']","Members with a self-initiated assignment (i.e., Base of Preference, COT, Follow On,  Extended Deployment Advanced Assignment, VSBAP, or Join Spouse).",
A25.4.3,3,A25.4,"['A25', 'A25.4']",Members with an assignment to a selectively manned position.,
A25.4.4,3,A25.4,"['A25', 'A25.4']",Members who are projected for separation or retirement.,
A25.4.5,3,A25.4,"['A25', 'A25.4']",Members with a Humanitarian/EFMP/ET assignment.,
A25.4.6,3,A25.4,"['A25', 'A25.4']",Members who do not meet quality control criteria as outlined in paragraph 6.20.,
A25.4.7,3,A25.4,"['A25', 'A25.4']",Members who are projected for formal school training or in student status.,
A25.4.8,3,A25.4,"['A25', 'A25.4']",Members with a Force Structure assignment.,
A25.4.9,3,A25.4,"['A25', 'A25.4']",Members selected for Special Duty Identifier (SDI) assignments.,
A25.4.10,3,A25.4,"['A25', 'A25.4']",Members requiring Personnel Reliability Program (PRP) certification (identified  via assignment PPC).,
A25.5,2,A25,['A25'],Application Procedures  .  Members submit their SWAP application through myVector  once they have identified a SWAP candidate.  Procedures and responsibilities for the member and  AFPC are outlined in the PSD Guide:  Assignment SWAP Program.     DAFI36-2110  9 AUGUST 2024  529  Attachment 26  VOLUNTARY ASSIGNMENTS:  COURT-ORDERED CHILD CUSTODY PROGRAM  (CCCP)(REGAF AND USSF ONLY),
A26.1,2,A26,['A26'],"General Guidance.  On 28 July 2020, the Secretary of the Air Force established the  CCCP.  The program is compromised of the Court-Ordered Child Custody Assignment (CCCA)  and Court-Ordered Child Custody Deferment (CCCD) assignment options; and is intended to  increase military family stability.  Enrollment in the program is voluntary and self-initiated.",
A26.1.1,3,A26.1,"['A26', 'A26.1']",Assignment authorities will attempt to facilitate the assignment or deferment of  members with a court-ordered child custody decree regarding their biological or adopted  children to the geographic location of the children where they reside more than 50% of  designated parenting time with the primary custodial parent.  The geographic location is the  region that allows a military member to co-parent within a reasonable traveling distance (1 day  of travel) per the JTR.,
A26.1.2,3,A26.1,"['A26', 'A26.1']","Provided the eligibility criteria is met, members may be considered for an assignment  where they can reside close to their children who reside more than 50% of designated parenting  time with the primary custodial parent named in the divorce decree or the court-ordered child  custody decree.",
A26.1.3,3,A26.1,"['A26', 'A26.1']","Members are still required to fulfill obligations inherent to all military members and  they are considered for assignments to fill valid manning requirements and perform duties,  which require the skills in which they are trained subject to PCS eligibility.",
A26.1.4,3,A26.1,"['A26', 'A26.1']","Members should not make decisions on future service, career development, or family  planning based on the assumption they can always be assigned to the location of the co-parent  of their child(ren).  All members should expect periods of separation during their careers.   Regardless of the provisions in this attachment, members should understand that an assignment  or deferment of current assignment is weighed against the needs of the Air Force or Space  Force as the main priority, and even with a valid court-ordered child custody document, an  assignment or deferment is not guaranteed.",
A26.2,2,A26,['A26'],Eligibility Considerations.,
A26.2.1,3,A26.2,"['A26', 'A26.2']","General Information.  To be eligible for enrollment into the CCCP, service members  must provide required documentation, request enrollment into the program, be named a  custodial parent in a finalized court-ordered child custody decree and have that child(ren)  enrolled in DEERS.",
A26.2.1.1,4,A26.2.1,"['A26', 'A26.2', 'A26.2.1']","Enrollment in CCCP is restricted to members who are named as a parent, either  biological or adopted, in a court-ordered child custody agreement and the children reside  more than 50% of designated parenting time with the primary custodial parent (other than  the member applying for CCCP).",
A26.2.1.2,4,A26.2.1,"['A26', 'A26.2', 'A26.2.1']","Assignment or diversion of assignment may be considered for:  CONUS to  CONUS, CONUS to OS (Alaska, Hawaii, US territory), OS to OS (Alaska, Hawaii, US  territory), OS to CONUS, OS (Alaska, Hawaii, US territory) to OS (Alaska, Hawaii, US  territory), and diversion of assignment to a CONUS, OS (Alaska, Hawaii, US territory).   530  DAFI36-2110  9 AUGUST 2024",
A26.2.1.3,4,A26.2.1,"['A26', 'A26.2', 'A26.2.1']",CCCD consideration for in-place 24-month deferment or assignment  cancellation with an in-place 24-month deferment to remain at their current CONUS  location for those members not serving a CONUS Maximum Stabilized Tour.  Assignment  cancellations must be processed in accordance with paragraph 6.10.,
A26.2.1.4,4,A26.2.1,"['A26', 'A26.2', 'A26.2.1']","Preferences will be reviewed and considered in the exact order listed in the  application; however, preferences that are not in the geographical location of the children  are counter to the program and therefore they will not be considered.",
A26.2.1.5,4,A26.2.1,"['A26', 'A26.2', 'A26.2.1']","Manning must support at the gaining location without overmanning the  location.  Losing manning is not factored in the application review.  The location must have  a valid, funded position in the member’s grade and skill-level. The assignment teams will  take into consideration the grade, skill-level and overall manning of the listed preferences.   Manning determination will be conducted by the assignment teams at the time of  application.",
A26.2.1.6,4,A26.2.1,"['A26', 'A26.2', 'A26.2.1']",Members must meet all PCS eligibility requirements.,
A26.2.1.7,4,A26.2.1,"['A26', 'A26.2', 'A26.2.1']","Eligible members will have an ALC “F” updated to their record and the  expiration date established as the first day of the month of the youngest child’s 18th  birthday named in the decree.  This ALC does not defer a member from assignments;  instead, it provides a data point of identifying members in the program.  After the 18th  birthday of the youngest child, the ALC will automatically drop from the member’s record.",
A26.2.2,3,A26.2,"['A26', 'A26.2']",CCCP Restrictions/Limitation  .  Members are not eligible for enrollment into the  CCCP if:,
A26.2.2.1,4,A26.2.2,"['A26', 'A26.2', 'A26.2.2']","The youngest child, subject to the custody order(s), will be age 17 or older at  the time of the application.",
A26.2.2.2,4,A26.2.2,"['A26', 'A26.2', 'A26.2.2']",Member is not a named party on a court-ordered child custody decree for joint  custody of their biological or adopted child(ren); or member does not have a DEERS  enrolled child(ren) that is a named party on a court-ordered child custody decree.,
A26.2.2.3,4,A26.2.2,"['A26', 'A26.2', 'A26.2.2']",Member is legally married to the co-parent of their biological or adopted  child(ren).,
A26.2.2.4,4,A26.2.2,"['A26', 'A26.2', 'A26.2.2']","Members requesting a CONUS to Overseas, Overseas to Overseas, or in-place  deferment at overseas locations other than Alaska, Hawaii, or US Territories. These  assignments are made in accordance with Air Force Officer Assignment System (AFOAS)  (officers) or EQUAL (enlisted) overseas cycles and during the DEROS forecast cycle.",
A26.2.2.5,4,A26.2.2,"['A26', 'A26.2', 'A26.2.2']","Members who have any of the following AACs on their record: AAC 05, 08,  09, 10, 12, 13, 15, 16, 17, 19, 21, 25, 27, 31, or 37 as listed in Table 3.1. or ALC 02, 08,  or L as listed in Table 3.2.",
A26.2.2.6,4,A26.2.2,"['A26', 'A26.2', 'A26.2.2']","Members who have any of the following AACs on their record and expiration  is greater than 12 months: 36, 41, 42, 43, 44, 45, 46, 47, 51, 54, 55, 56, or 57 as listed in  Table 3.1.       DAFI36-2110  9 AUGUST 2024  531",
A26.2.3,3,A26.2,"['A26', 'A26.2']",Requests for consecutive CCCA and CCCD will be evaluated on a case-by-case basis  and will be subject to the needs of the Air Force or Space Force.,
A26.3,2,A26,['A26'],Eligibility Criteria for CCCA.,
A26.3.1,3,A26.3,"['A26', 'A26.3']","To be eligible for enrollment into the CCCA, members must meet one of the  following criteria:",
A26.3.1.1,4,A26.3.1,"['A26', 'A26.3', 'A26.3.1']","If the member was married to the co-parent.  Members named as a parent in a  finalized court-ordered divorce decree and court-ordered child custody decree, who shares  joint custody of either biological or adopted children, but are not designated as the primary  custodial parent and, the children reside more than 50% of designated parenting time with  the primary custodial parent (other than the member applying for CCCP), and the custodial  residence reflects the co-parent in the divorce decree and child custody decree.",
A26.3.1.2,4,A26.3.1,"['A26', 'A26.3', 'A26.3.1']","If the member was not married to the co-parent.  Members named as a parent  in a finalized court-ordered child custody decree, who shares joint custody of either  biological or adopted children, but are not designated as the primary custodial parent, and,  the children reside more than 50% of designated parenting time with the primary custodial  parent (other than the member applying for CCCP), and the custodial residence reflects the  co-parent in the divorce decree and child custody decree.",
A26.3.2,3,A26.3,"['A26', 'A26.3']",The following general eligibility criteria apply to all military members.,
A26.3.2.1,4,A26.3.2,"['A26', 'A26.3', 'A26.3.2']",CONUS to CONUS CCCA.,
A26.3.2.1.1,5,A26.3.2.1,"['A26', 'A26.3', 'A26.3.2', 'A26.3.2.1']",Members must have 41 months time-on-station prior to applying for  CONUS to CONUS assignment consideration and may not PCS until having at least  48 months time-on-station as of the projected departure date; or meet time-on-station  requirements in accordance with Table 6.1.  Exception:  A waiver for service members  to receive CCCA at 24 months will be granted on a case-by-case basis.  Refer to  paragraph A26.7 for approval authorities.,
A26.3.2.1.2,5,A26.3.2.1,"['A26', 'A26.3', 'A26.3.2', 'A26.3.2.1']","CONUS Maximum Stabilized Tour to CONUS.  A member can apply for  CCCA no earlier than 12 months and no later than 9 months before tour completion  (expiration of Assignment Availability Code (AAC) 50).  These members are  mandatory movers therefore the time-on-station requirement is met once the member  has completed the entire tour.  Maximum stabilized tours will not be curtailed in  accordance with paragraph 6.11.  If approved, the projected departure date will be  established as the same month and year of the AAC 50 expiration.",
A26.3.2.1.3,5,A26.3.2.1,"['A26', 'A26.3', 'A26.3.2', 'A26.3.2.1']","OS to CONUS CCCA.  A member can apply for OS to CONUS CCCA  during their DEROS forecast cycle and their DEROS election window in accordance  with paragraph 7.5.3.  Members are obligated to serve their entire Department of  Defense (DoD) prescribed tour.  If approved, the projected departure date will be  established as the same month and year of their DEROS.",
A26.3.2.1.4,5,A26.3.2.1,"['A26', 'A26.3', 'A26.3.2', 'A26.3.2.1']","CONUS to OS (Alaska, Hawaii, US territory), Members must have 20  months time-on-station prior to applying for consideration and may not PCS until  having at least 24 months time-on-station as of the projected departure date.",
A26.3.2.1.5,5,A26.3.2.1,"['A26', 'A26.3', 'A26.3.2', 'A26.3.2.1']","OS (any) to OS (Alaska, Hawaii, US territory). Member can apply during  their DEROS forecast cycle and their DEROS election window in accordance with   532  DAFI36-2110  9 AUGUST 2024  paragraph 7.5.3. Members are obligated to serve their entire Department of Defense  (DoD) prescribed tour.  If approved, the projected departure date will be established as  the same month and year of their DEROS.",
A26.3.2.2,4,A26.3.2,"['A26', 'A26.3', 'A26.3.2']",Enlisted only.,
A26.3.2.2.1,5,A26.3.2.2,"['A26', 'A26.3', 'A26.3.2', 'A26.3.2.2']",Enlisted member has not been selected for PCS; and the member does not  have an assignment selection date.  See paragraph 6.23 and Table 6.7 to determine  assignment selection dates.,
A26.3.2.2.2,5,A26.3.2.2,"['A26', 'A26.3', 'A26.3.2', 'A26.3.2.2']",Enlisted members with an assignment on file who were selected as a  volunteer may request cancellation/diversion in accordance with paragraph 6.10 in  conjunction with their CCCA/CCCD application.,
A26.3.2.3,4,A26.3.2,"['A26', 'A26.3', 'A26.3.2']",Officers only.,
A26.3.2.3.1,5,A26.3.2.3,"['A26', 'A26.3', 'A26.3.2', 'A26.3.2.3']",Officer has not been selected for PCS but does have an assignment  selection date as placed on the final VML.  Officers placed on the final VML will have  AAC VM on their record and will have received an automated email advising of the  AAC VM update. See paragraph 6.23 and Table 6.7 to determine assignment  selection dates.,
A26.3.2.3.2,5,A26.3.2.3,"['A26', 'A26.3', 'A26.3.2', 'A26.3.2.3']",Officers with an assignment on file who were selected as a volunteer may  request cancellation/diversion in accordance with paragraph 6.10 in conjunction with  their CCCA/CCCD application.,
A26.3.2.4,4,A26.3.2,"['A26', 'A26.3', 'A26.3.2']","Member does not have the following AACs on their record:  AAC 05, 08, 09,  10, 12, 13, 15, 16, 17, 19, 21, 25, 27, 31, or 37 as listed in Table 3.1. or ALC 02, 08, or L  as listed in Table 3.2.  Members with the following AACs on their record:  AAC 36, 41,  42, 43, 44, 45, 46, 47, 51, 54, 55, 56, or 57 as listed in Table 3.1, may apply no earlier than  12 months from the expiration date. Departure will be no earlier than completion of the  minimum CONUS stabilized tour or deferment period in accordance with paragraph 6.11.",
A26.3.2.5,4,A26.3.2,"['A26', 'A26.3', 'A26.3.2']","Member has, or is eligible to obtain, the required retainability in accordance  with paragraph 6.28 and Table 6.4.  Retainability will not be waived.",
A26.3.2.6,4,A26.3.2,"['A26', 'A26.3', 'A26.3.2']","Members vulnerable for CONUS or overseas PCS selection may apply;  however, vulnerability is a factor in approval or disapproval. PCS vulnerability is the  relative standing of a member among their peers for PCS selection in comparison to  projected personnel requirements in a particular period of time (usually the next 24  months). PCS vulnerability changes after each assignment cycle, therefore vulnerability is  only known and reviewed by the assignment teams at the time of the application.",
A26.3.2.7,4,A26.3.2,"['A26', 'A26.3', 'A26.3.2']","Members may ask for assignment in an awarded AFSC other than Core  AFSC/CSFSC provided they meet the AFSC/SFSC qualifications; however, approval is  based on the needs of the DAF. A request for this consideration should specifically be  stated in the member’s CCCA memorandum. The current career field must concur with  releasing the member.",
A26.3.2.8,4,A26.3.2,"['A26', 'A26.3', 'A26.3.2']",Member has submitted child custody documentation to AFPC (RegAF) or  ETMO (USSF) and have ALC “F” updated in MilPDS to signify they meet program  criteria. Documentation and update of ALC “F” may be submitted separately or with a  request for CCCA consideration.   DAFI36-2110  9 AUGUST 2024  533,
A26.4,2,A26,['A26'],Eligibility Criteria for CCCD.,
A26.4.1,3,A26.4,"['A26', 'A26.4']","To be eligible for CCCD, members must meet one of the following criteria:",
A26.4.1.1,4,A26.4.1,"['A26', 'A26.4', 'A26.4.1']","If the member was married to the co-parent.  Member is named as a parent in  a finalized court-ordered divorce decree and court-ordered child custody decree, who  shares joint custody of either biological or adopted children, but are not designated as the  primary custodial parent and, the children do not reside with the member more than 50%  of designated parenting time and the custodial residence reflects the co-parent in the  divorce decree and child custody decree.",
A26.4.1.2,4,A26.4.1,"['A26', 'A26.4', 'A26.4.1']","If the member was married to the co-parent.  Member is named as a parent in  a finalized court-ordered divorce decree and court-ordered child custody decree, who  shares joint custody of either biological or adopted children, but are not designated as the  primary custodial parent and, the children reside more than 50% of designated parenting  time with the primary custodial parent (other than the member applying for CCCP), and  the custodial residence reflects the co-parent in the divorce decree and child custody  decree.",
A26.4.2,3,A26.4,"['A26', 'A26.4']",The following general eligibility criteria apply to all military members.,
A26.4.2.1,4,A26.4.2,"['A26', 'A26.4', 'A26.4.2']",Members are assigned in the CONUS and not currently serving a CONUS  Maximum Stabilized Tour (AAC 50).  There is no time-on-station minimum to apply for  in-place deferment.,
A26.4.2.2,4,A26.4.2,"['A26', 'A26.4', 'A26.4.2']",Overseas members are not eligible for CCCD.  Members must request DEROS  extension during the DEROS forecast window in accordance with paragraph 7.5.3 and  paragraph 7.5.4 and Attachment 9 and Attachment 13.,
A26.4.2.3,4,A26.4.2,"['A26', 'A26.4', 'A26.4.2']",CMM members are not eligible for CCCD.  Members must request extension  of Maximum Stabilized Tour no earlier than 12 months and no later than 9 months before  completing the stabilized tour in accordance with paragraph 6.11.3.,
A26.4.2.4,4,A26.4.2,"['A26', 'A26.4', 'A26.4.2']",Enlisted only.,
A26.4.2.4.1,5,A26.4.2.4,"['A26', 'A26.4', 'A26.4.2', 'A26.4.2.4']",Enlisted members who do not have an assignment on file are eligible to  request an in-place deferment.,
A26.4.2.4.2,5,A26.4.2.4,"['A26', 'A26.4', 'A26.4.2', 'A26.4.2.4']",An enlisted member who has an assignment on file and was selected as  volunteers may request cancellation as an exception to policy according to paragraph,
6.10,2,6,['6'],", in conjunction with their CCCD application.  If the cancellation is denied, the  member must proceed with the assignment.",
A26.4.2.5,4,A26.4.2,"['A26', 'A26.4', 'A26.4.2']",Officers only.,
A26.4.2.5.1,5,A26.4.2.5,"['A26', 'A26.4', 'A26.4.2', 'A26.4.2.5']",Officer has not been selected for PCS but does have an assignment  selection date as placed on the final VML.,
A26.4.2.5.2,5,A26.4.2.5,"['A26', 'A26.4', 'A26.4.2', 'A26.4.2.5']",Officers placed on the final VML will have AAC VM on their record and  will have received an automated email advising of the AAC VM update.  See  paragraph 6.23 and Table 6.7 to determine assignment selection dates.,
A26.4.2.5.3,5,A26.4.2.5,"['A26', 'A26.4', 'A26.4.2', 'A26.4.2.5']","Officers with an assignment on file and who were selected as a volunteer  may request cancellation as an exception to policy in accordance with paragraph 6.10   534  DAFI36-2110  9 AUGUST 2024  in conjunction with their CCCD application.  If cancellation is disapproved, they must  proceed on the assignment.",
A26.4.2.6,4,A26.4.2,"['A26', 'A26.4', 'A26.4.2']","Members vulnerable for CONUS or OS PCS selection may apply; however,  vulnerability is a factor in approval or disapproval.  PCS vulnerability is the relative  standing of a member among their peers for PCS selection in comparison to projected  personnel requirements in a particular period of time (usually the next 24 months).  PCS  vulnerability changes after each assignment cycle, therefore vulnerability is only known  and reviewed by the assignment teams at the time of the application.",
A26.4.2.7,4,A26.4.2,"['A26', 'A26.4', 'A26.4.2']",Members has submitted child custody documentation to AFPC (RegAF) or  ETMO (USSF) and have ALC “F” updated in MilPDS to signify they meet program  criteria. Documentation and update of ALC “F” may be submitted separately or with a  request for CCCD consideration.,
A26.5,2,A26,['A26'],"Military Couples with a Military Co-Parent.  This section only applies to military  members currently married to another military member who either one or both share custody of a  biological or adopted child with another military member. A military couple with a military co- parent is defined as a current military married to military couple who one of the members of this  marriage was previously married or never married to the other military member whom they have  children with.   One or both members of a dual married military couple named in a court ordered  decree may request CCCA/CCCD consideration in their own right when eligible; however, they  both must be PCS eligible and have join spouse intent code “A” or “B”. (Join Spouse intent codes  are updated for the married military couple only). (T-1)  If only one member is submitting then  manning must support a join spouse assignment for their current military spouse in order for the  assignment to be approved. (T-1)",
A26.5.1,3,A26.5,"['A26', 'A26.5']","The join spouse intent code is a factor when considering the request. If the intent  code is “A” or “B” and only one member of the military couple is submitting a CCCA/CCCD  application, then the spouse will automatically be considered for join spouse assignment or  deferment in conjunction with their spouse’s CCCA/CCCD request. If manning supports and  the request is approved, the eligible member will receive a CCCA assignment (assignment  action reason CC) and their spouse will receive a join spouse assignment (assignment action  reason A4 [join spouse]). If manning does not support the CCCA or join spouse assignment,  the CCCA request is disapproved.",
A26.5.2,3,A26.5,"['A26', 'A26.5']","Members can only request CCCA/CCCD for themselves if they are the noncustodial  co-parent and the children reside more than 50% of designated parenting time with the primary  custodial parent (other than the member applying for CCCP).  If a request is disapproved, it  would be incumbent upon the other military parent for which child-custody applies to apply in  their own right.",
A26.5.3,3,A26.5,"['A26', 'A26.5']","If one member of a military couple is currently serving a CONUS maximum tour  (AAC 50) and meets the eligibility criteria to apply, then they submit their CCCA/CCCD  request during their eligibility window and their spouse (who does not meet CCCA/CCCD  eligibility criteria) is considered for a join spouse assignment or deferment.",
A26.5.4,3,A26.5,"['A26', 'A26.5']","When both members are eligible for CCCA consideration, both members of this  military couple have a child or children with a different co-parent, and submit simultaneous  applications, the assignment preferences must match in the same order. (T-1)  When both   DAFI36-2110  9 AUGUST 2024  535  applications are approved, then both members are moved under the CCCA program  (assignment action reason CC).  This identifies both assignments were made to support both  members of this military couple for CCCA.",
A26.5.5,3,A26.5,"['A26', 'A26.5']","When one member of a military couple requests a CCCA/CCCD and the join spouse  intent code is “H” the request will be considered for only that member. (T-1) Refer to  Attachment 8, paragraph A8.3.5.1, and paragraph A8.5.4.3 for information on how join  spouse intent code “H” will affect future join spouse assignment consideration.",
A26.6,2,A26,['A26'],Application Procedures/Responsibilities.,
A26.6.1,3,A26.6,"['A26', 'A26.6']","Members submit their CCCA/CCCD application through their Commander’s  Support Staff (CSS).  Refer to PSD Guide:  Voluntary Assignments:  Court-Ordered Child  Custody Assignment (CCCA) or Deferment (CCCD) Consideration Program, for additional  information.",
A26.6.2,3,A26.6,"['A26', 'A26.6']","Required Documentation.  The following documents must be provided to update  AAC “CC” for CCCA or CCCD.  This information is used to verify eligibility and update ALC  “F” to a member’s record. Members must have ALC “F” on their record to be eligible to request  CCCA or CCCD consideration; however, members can submit eligibility documentation at the  same time they request for CCCA or CCCD consideration.  Applications are processed by the  assignment authority in accordance with the schedule in Personnel Services Delivery (PSD)  Guide:  Voluntary Assignments:  Court-Ordered Child Custody Assignment (CCCA) or  Deferment (CCCD) Consideration Program.",
A26.6.2.1,4,A26.6.2,"['A26', 'A26.6', 'A26.6.2']","Certified Divorce Decree between the member and the co-parent. The member  must be a named party for joint custody and the co-parent (not the member) must be named  the primary custodial parent or primary conservator parent. Highlight the portion stating  which parent is declared the conservator, primary custodial parent, and/or primary custody  residence parent (members who were never married to the co-parent will not have a divorce  decree), decrees must not contain redactions.",
A26.6.2.2,4,A26.6.2,"['A26', 'A26.6', 'A26.6.2']","Certified and Most Current Court-Ordered Child Custody Decree.  The  member must be a named party for joint custody and the co-parent (not the member) must  be named the primary custodial parent or primary conservator parent.  Highlight the portion  stating which parent is declared the conservator, primary custodial parent, and/or primary  custody residence parent, decrees must not contain redactions.",
A26.6.2.3,4,A26.6.2,"['A26', 'A26.6', 'A26.6.2']","A standard DAF official memo signed by the member and the other party to  the custody order stating there is nothing precluding reassignment to or near the children’s  location (restraining order, domestic violence) with final recommendation by the member’s  Commander. If the co-parent refuses to sign the memo, insert “co-parent refused to sign”  above the signature block of the co-parent. The Commander must include a statement in  their recommendation attesting they have read all the documents and to the best of their  knowledge there is nothing precluding reassignment to or near the children’s location. If  the co-parent is military, provide the branch of service and duty location in the signature  block of the co-parent.  Refer to PSD Guide:  Voluntary Assignments:  Court-Ordered  Child Custody Assignment (CCCA) or Deferment (CCCD) Consideration Program, for  samples.   536  DAFI36-2110  9 AUGUST 2024",
A26.6.2.4,4,A26.6.2,"['A26', 'A26.6', 'A26.6.2']","DD Form 1172-2, Application for Identification Card/DEERS Enrollment.  Form must be provided by and signed by the member’s servicing MPF and reflect the  current physical address of the child(ren).",
A26.7,2,A26,['A26'],Approval/Disapproval Authority.  The following are final approval or disapproval  authorities for CCCA/CCCD requests:,
A26.7.1,3,A26.7,"['A26', 'A26.7']",For USAF.,
A26.7.1.1,4,A26.7.1,"['A26', 'A26.7', 'A26.7.1']",AF/A1LG for O-7 through O-10.,
A26.7.1.2,4,A26.7.1,"['A26', 'A26.7', 'A26.7.1']",AF/A1LO for O-6 and O-6 selects.,
A26.7.1.3,4,A26.7.1,"['A26', 'A26.7', 'A26.7.1']",AF/A1LE for E-9 and E-9 selects.,
A26.7.1.4,4,A26.7.1,"['A26', 'A26.7', 'A26.7.1']",AFPC/DPM assignment teams for E-8 (and below) and O-5 (and below).,
A26.7.1.5,4,A26.7.1,"['A26', 'A26.7', 'A26.7.1']",AF/JAX for Judge Advocates (51J).,
A26.7.2,3,A26.7,"['A26', 'A26.7']",For USSF.,
A26.7.2.1,4,A26.7.2,"['A26', 'A26.7', 'A26.7.2']","The Associate, Deputy Chief of Space Operations for Human Capital is the  final disapproval authority.",
A26.7.2.2,4,A26.7.2,"['A26', 'A26.7', 'A26.7.2']",SF/S1L is the approval authority for E-8 selects through O-10.,
A26.7.2.3,4,A26.7.2,"['A26', 'A26.7', 'A26.7.2']",ETMO Assignment Teams is the approval authority for O-5 (and below) and  E-7 (and below).,
A26.8,2,A26,['A26'],"If the member’s request is approved, the MPF will ensure the enlisted member obtains the  required service retainability in accordance with paragraph 6.28 and Table 6.4 within 30 days of  assignment notification. (T-1) Members may only request a delay in obtaining retainability as  authorized in paragraph 6.28 and Table 6.5.  The MPF notifies AF/A1LE, SF/S1L, AFPC/DPM,  or ETMO assignment teams when members have not obtained the retainability within 30 days for  assignment cancellation.",
A26.8.1,3,A26.8,"['A26', 'A26.8']","When a member’s request is disapproved, the member may resubmit six months  from the date of disapproval. There is no limit on the number of times a member may apply,  provided the member is eligible.",
A26.8.2,3,A26.8,"['A26', 'A26.8']","The assignment teams determine if manning supports the request, update approved  requests via PDS and close the application. Assignment teams will update assignment,  assignment diversion, assignment cancellation, ALC “F” with expiration to equal the 1st day  of the month of the youngest child’s 18th birthday and AAC “CC” with expiration 12-months  from the report no later than date (CCCA) or 24-months from the date of approval (CCCD).   Members will receive assignment notification through their Commander in accordance with  paragraph 6.24. (T-1)",
A26.9,2,A26,['A26'],"Voluntary Withdrawal/Cancellation Guidance.  An approved CCCA may be cancelled  due to a member declining retainability, failing to obtain retainability, becoming ineligible for  assignment, or when requested by the member constitutes usage of CCCA.  No further  consideration is given.  Voluntary withdrawal of an application (PCS or in-place) prior to final  decision by the assignment team does not constitute usage of CCCA or CCCD.   DAFI36-2110  9 AUGUST 2024  537",
A26.10,2,A26,['A26'],"Involuntary Cancellation of a CCCA/CCCD Assignments.  Although the intent is that  once a CCCA is provided it remains firm, the member’s qualifications and Air Force or Space  Force requirements remain the primary determinants. In addition, there are other circumstances  when involuntary cancellation of a CCCA may also be appropriate. When circumstances arise  which may warrant involuntary cancellation of a CCCA, the MPF must immediately notify the  assignment OPR via CMS. (T-1)       538  DAFI36-2110  9 AUGUST 2024  Attachment 27  SAMPLE STATEMENT OF UNDERSTANDING (OVERAGE STATUS) (ARC ONLY)",
